Observation date,open_air_thermometer_7am,open_air_thermometer_2pm,open_air_thermometer_9pm,open_air_thermometer_mean,remarks_7am,remarks_2pm,remarks_9pm,daily_weather_remarks,type_precipitation,rain_and_melted_snow_hour_began,rain_and_melted_snow_hour_ended,rain_and_melted_snow_amount,depth_of_snow,cloud_amount_7am,kind_of_cloud_7am,cloud_velocity_7am,cloud_direction_7am,cloud_amount_2pm,kind_of_cloud_2pm,cloud_velocity_2pm,cloud_direction_2pm,cloud_amount_9pm,kind_cloud_9pm,cloud_velocity_9pm,course_higher_clouds_9pm,wind_direction_7am,wind_force_7am,wind_direction_2pm,wind_force_2pm,wind_direction_9pm,wind_force_9pm,transcriber_comments,barometer_7am,barometer_2pm,barometer_9pm,attached_thermometer_7am,attached_thermometer_2pm,attached_thermometer_9pm_0,barometer_corrected_7am,barometer_corrected_2pm,barometer_corrected_9pm,barometer_corrected_mean,dry_bulb_7am,dry_bulb_2pm,dry_bulb_9pm,wet_bulb_7am,wet_bulb_2pm,wet_bulb_9pm,force_of_vapor_7am,force_of_vapor_2pm,force_of_vapor_9pm,relative_humidity_7am,relative_humidity_2pm,relative_humidity_9pm,transcriber_comments,max_thermometer_obs,max_thermometer_cor,min_thermometer_obs,min_thermometer_cor,casual_phenomena,casual_phenomena_line_2,casual_phenomena_line_3,casual_phenomena_line_4,casual_phenomena_line_5,transcriber_comments
1873-02-19,21,24,27,None,NA,NA,NA,NA,snow & drift,all night,9:00 PM,-,6,10,Haze,None,None,10,Haze,None,None,10,Haze,None,None,North-East,5,North-East,7,North-East,7,29.6,29.5,29.5,22,25,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blew fiercely all night / Morning blowing and spitting and continued the whole day and night up to 9 PM without any,None,None,None,None,,,
1873-02-20,34,34,38,None,NA,NA,NA,NA,rain,7:00 AM,mist all day,1.1,-,10,Fog,None,None,10,Fog,None,None,10,Fog,None,None,North-East,0,East,0,East,0,29.23,29.07,28.88,30,30,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ceased blowing at midnight / Morning silver thaw and rain and continued up to 9 PM misting all night and and very calm,None,None,None,None,,,
1873-02-21,35,32,29,None,NA,NA,NA,NA,"mist, snow",1:00 PM,None,0.17,0.25,10,Fog,None,None,10,Fog,None,None,2,Stratus,None,None,South,2,South-West,4,West,1,28.76,28.92,29.18,31,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning fog and mist at 1 PM commenced spitting snow, squally in the evening, stars shone out; thick black clouds to the north",None,None,None,None,,,
1873-02-22,27,31,30.5,None,NA,NA,NA,NA,snow,8:00 PM,None,0.05,0.25,10,Fog,None,None,10,Haze,None,None,10,Haze,None,None,South-West,0,South-West,0,South-East,0,29.27,29.21,29.14,30,30,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning white frost, slab ice outside, 2 PM dull spitting snow at 8 PM and and squally (not much snow)",,,,,,,
1873-02-23,32,36.5,30,None,NA,NA,NA,NA,spitting snow,dawn,Illegible,0.1,1.25,10,Haze,None,None,3,Cirrus,None,None,10,Haze,None,None,South-West,1,South-West,2,South,1,29.16,29.17,29.31,32,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning spitting snow (halo round sun) not much snow , ice clearing off. Night calm but dull",None,None,None,None,,,
1873-02-24,28.5,36.5,31.5,,NA,NA,NA,NA,snow,8:00 PM,all night,0.4,12,10,Haze,None,None,5,Cirrus,None,None,10,Haze,None,None,South,0,South,2,South,0,29.33,29.35,29.32,30,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning fine, calm, and ice thaw continued so all day at 8 PM spitting snow, mild and calm",None,None,None,None,,,
1873-02-25,27,30,29,None,NA,NA,NA,NA,spitting snow,all day,None,None,Illegible,10,Haze,None,None,5,Cirro-cumulus,None,None,0,-,None,None,South,1,West,3,West,1,29.2,29.52,29.45,32,32,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fall of snow during night) silver thaw, spitting snow, not much, squally afternoon fine, night clear and starry",None,None,None,None,,,
1873-02-26,18,34,23,None,NA,NA,NA,NA,None,-,-,-,-,0,-,None,None,2,Cirrus,None,None,0,-,None,None,South,0,South-West,0,South,0,29.59,29.64,29.72,24,28,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning very fine, sun shone out brilliantly, all day very fine, at 9 PM fine and starry",None,None,None,None,,,
1873-02-27,13,31,21,None,NA,NA,NA,NA,None,Retracted,Retracted,-,-,0,-,None,None,1,Cirrus,None,None,0,-,None,None,North-East,0,North-East,1,North-East,0,29.66,29.62,29.6,23,26,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning hoar frost, at 9 AM thick haze, darkened up very much like an eclipse - clears off afternoon, night fine and calm",None,None,None,None,,,
1873-02-28,29.5,32.5,32,None,NA,NA,NA,[snow] goes into march,spitting snow,9:00 PM,all night,None,None,10,Fog,None,None,10,Fog,None,None,10,Fog,None,None,North-East,2,North-East,2,North-East,3,29.7,29.71,29.52,27,29,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning fine, looked like hoar frost,",at 9 PM darkened up as yesterday,cleared off again at 9 PM commenced snowing and blowing,None,None,,,
1873-03-01,28,33.5,33,,NA,NA,NA,NA,Illegible,9:00 PM,,0.84,4,10,None,,None,10,-,None,-,10,None,None,None,North-East,4,East,2,North-East,2,29.26,29.07,29.68,32,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snow and blew hard at night - morning drifting and thawing - night mild - Harbour caught over with ice,,,,,,,
1873-03-02,31,32,32,None,NA,NA,NA,NA,None,None,None,1.3,2,10,None,None,None,10,None,None,None,10,None,None,None,North-East,1,North-East,4,North,4,29.12,29.24,29.5,32,33,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White frost - spitting snow - silver thaw - Ice clearing out [of] the harbour - Night fine,None,None,None,None,,,
1873-03-03,23,34.5,29,None,NA,NA,NA,NA,None,during night,None,0.06,1,8,Cirrus,None,None,8,Cirrus,None,None,10,None,None,None,North,1,East,1,North-East,2,29.84,29.9,29.9,18,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - ice clearing off - very dull all day - 9pm spitting snow - rain and blew at night,None,None,None,None,,,
1873-03-04,38,34,32,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,None,None,None,10,None,None,None,8,Stratus,None,None,South,1,South,1,South-West,3,29,29.08,29.083,32,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - sun shone out -  clouded up again - free thaw - moon clouded at night,None,None,None,None,,,
1873-03-05,21.5,25,19,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Nimbus,None,None,0,-,None,-,0,-,None,None,North-East,3,North-West,1,North-West,1,29.632,29.83,29.2,30,32,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning spitting snow - sun and moon see at 2pm - night fine - Venus shone out splendidly,None,None,None,None,,,
1873-03-06,18.5,31,26,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,None,None,None,0,None,None,None,0,None,None,None,North-West,1,North-West,3,North-West,3,30.05,30.1,30,24,29,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - continued so all day - at night auroral vapour spread all over the sky - stars twinkling - blew at night,None,None,None,None,,,
1873-03-07,29.5,36,28.5,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Cirro-stratus,None,None,0,None,None,None,0,None,None,None,South-West,2,South-West,3,South-West,1,29.95,29.93,29.93,28,26,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - looks changeable - 2pm fine - night beautiful and clear,None,None,None,None,,,
1873-03-08,29,42.5,34,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Cirrus,None,None,0,None,None,None,0,None,None,None,South-West,1,South-West,2,South-South-West,1,29.85,29.76,29.83,29,35,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - sin looks vapourous - white frost - free thaw - aurora with streams - not very regular,None,None,None,None,,,
1873-03-09,30,41,33.5,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,None,None,None,10,None,None,None,0,None,None,None,South-West,1,South-East,0,South,0,29.66,29.5,29.4,32,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - White frost - halo round sun - at 2pm  dull - barometer falling - sun went down encircled in a luminous haze,None,None,None,None,,,
1873-03-10,33,35,30,None,NA,NA,NA,NA,None,None,None,0.29,0.75,5,Nimbus,None,None,1,Cirrus,None,None,10,None,None,None,South-West,1,West,4,South-West,0,29.51,29.71,29.88,32,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - looks changeable - spitting snow - 2pm blowing  - thawing - night starry - clouded up again,None,None,None,None,,,
1873-03-11,30,34,26,None,NA,NA,NA,NA,None,None,None,Retracted,-,0,None,None,None,10,None,None,Retracted,6,Cumulo-stratus,None,None,South-West,3,South-West,3,West,5,29.5,29.46,29.8,32,34,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning silver thaw - snow and rain - sun shone out  - clouded up again - very hazy  at night,None,None,None,None,,,
1873-03-12,23,30,33,None,NA,NA,NA,NA,None,8:00 PM,None,Retracted,-,0,None,None,None,2,Stratus,None,None,0,None,None,None,West,1,East,1,South-East,4,30.15,30.15,29.92,25,30,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning sun vapourous - dull sky - pretty clear all day - at 8pm commenced rain --not much,None,None,None,None,,,
1873-03-13,42.5,45,38.5,None,NA,NA,NA,NA,illegible,9:00 AM,all day,0.31,-,8,Stratus,None,None,10,None,None,None,10,None,None,None,South,1,South,2,South,1,29.7,29.63,29.62,36,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning dull and hazy - sun clouded up  - misting all day - at 9pm mist continued,None,None,None,None,,,
1873-03-14,28.5,30,26,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Nimbus,None,None,6,Cumulo-stratus,None,None,5,Cumulus,None,None,North-East,1,North-East,1,South-West,1,29.96,29.8,29.96,33,31,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning dull and clouded - sun faint day fine - very clear at night - Clouds passing to the north,None,None,None,None,,,
1873-03-15,29,30.5,25.5,None,NA,NA,NA,NA,None,None,None,0.05,0.5,10,None,None,None,10,None,None,None,5,Nimbus,None,None,East,1,East,1,East,1,30.04,29.97,29.94,30,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning dull, spitting snow - not much - 2pm fine - at night dull - moon surrounded with cloud - looks for weather [?]",None,None,None,None,,,
1873-03-16,26.5,28,25,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Cirro-stratus,None,None,2,Cirro-stratus,None,None,4,Cumulus,None,None,North,1,North-East,3,West,1,29.83,29.8,29.8,32,30,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning dull - sun clouded at intervals - 2pm fine - at night moon cloudy,None,None,None,None,,,
1873-03-17,28.5,32,31,None,NA,NA,NA,NA,None,None,None,0.15,1.75,10,None,None,None,10,None,None,None,10,None,None,None,East,3,South-East,3,South-West,0,29.605,29.5,29.47,29,30,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Commenced blowing at 6am - snow, drift and fog - spitting snow now and then all the evening  and night",None,None,None,None,,,
1873-03-18,28.5,36,30.5,None,NA,NA,NA,NA,None,None,None,0.13,-,10,None,None,None,5,Cumulo-stratus,None,None,10,None,None,None,South,1,South,1,South-West,1,29.45,29.45,29.56,26,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning white frost - calm, hazy, spitting snow - at 9pm very dull",None,None,None,None,,,
1873-03-19,30,33,28,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Cumulo-stratus,None,None,3,Cirro-cumulus,None,None,0,None,None,None,North-West,1,North-West,3,North-West,1,29.57,29.72,29.76,30,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White forst - island of ice in the narrows - 2pm clear - thawing at 9pm - clear and starry,None,None,None,None,,,
1873-03-20,28,33,26.5,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,None,None,None,2,Cirrus,None,None,0,None,None,None,North-West,1,North-West,3,West,1,29.81,29.85,30,29,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning dull and cloud - sun shone out - day held up fine - a very free thaw - Auroral twilight at night,None,None,None,None,,,
1873-03-21,26,30,28.2,None,NA,NA,NA,NA,None,None,None,0.49,6,0,None,None,None,3,Cirrus,None,None,10,None,None,None,North-East,1,East,2,East,4,30.2,30.1,29.8,29,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning dull and thawing - 2pm commenced snow - at 9pm hail stones and wind,None,None,None,None,,,
1873-03-22,33,33.5,32,None,NA,NA,NA,NA,None,None,None,0.12,None,5,Cumulus,None,None,0,None,None,None,5,Stratus,None,None,South,2,West-South-West,3,West-South-West,2,29.54,29.55,29.54,30,34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - free thaw - continued all day - night clear - stars shooting to the southward,None,None,None,None,,,
1873-03-23,29.5,36,28,None,NA,NA,NA,NA,None,None,None,0.02,0.25,8,Cumulo-stratus,None,None,10,None,None,None,2,Nimbus,None,None,East,0,South,2,West,4,29.5,29.4,29.38,30,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - sun shone out - clouded up again - 2pm spitting snow - at 9pm stars seen,,,,,,,
1873-03-24,26.2,34.2,27,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Cirro-cumulus,None,None,5,Cirro-cumulus,None,None,10,None,None,None,West,5,South-West,1,North-East,4,29.49,29.46,29.26,27,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning wind backing, free thaw - looks threatening  - thawing freely at 9pm",None,None,None,None,,,
1873-03-25,25,32.2,26.8,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Cumulus,None,None,5,Cumulus,None,None,0,None,None,None,North,3,North-West,3,North,1,29.67,29.85,30.04,28,32,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning fine, cold - sun very strong - thawing freely -  at 2pm black bulb [thermometer showing] 64 [degrees]-  night fine",None,None,None,None,,,
1873-03-26,25,35.5,30.2,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Cirro-stratus,,NA,8,Stratus,None,None,10,None,None,None,West,1,West-South-West,1,South-West,0,30.05,30.03,29.95,27,32,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning dull - sun shone out occasionally - free thaw and very dull evening but got fine at night,None,None,None,None,,,
1873-03-27,32,46,36,None,NA,NA,NA,NA,None,None,None,0.12,None,10,None,,None,10,None,None,None,2,Nimbus,None,None,South-East,1,South,2,West,5,29.55,29.21,29.25,32,34,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fog - solar thaw and frozen rain - at 2pm mist - sun very hot - blew hard at night,None,None,None,None,,,
1873-03-28,25.5,28.5,21.5,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Cirrus,None,None,3,Cirrus,None,None,0,None,None,None,West,4,North-North-West,5,North-North-West,2,29.55,29.9,30,34,32,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - thawing freely - wind high - day holding up - at 9pm fine and starry,None,None,None,None,,,
1873-03-29,19.5,-,33,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,None,None,None,8,Stratus,None,None,6,Stratus,None,None,West,3,West,1,West,1,30.12,-,30.1,23,-,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine but cold - halo round run - rather dull all day and also at night,None,None,None,None,,,
1873-03-30,39.2,39,37.4,None,NA,NA,NA,NA,None,4:00 PM,10:00 PM,0.9,None,0,None,None,None,8,Stratus,None,None,10,None,None,None,South,1,South,3,South,5,30.1,29.95,29.56,34,38,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - halo round the sun - squally - looks threatening - commenced raining at 4pm- clouded at 10pm,None,None,None,None,,,
1873-03-31,38.8,37.1,33,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Cirrus,None,None,6,Cumulus,None,None,6,Nimbus,None,None,West-South-West,2,West,4,West-South-West,5,29.38,29.34,29.66,37,38,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning fine - thawing freely all day - wind up and blew hard afternoon - clouds going east - Buff and black mist - looks very much for wind - at 9pm wind moderated,None,None,None,None,,,
1873-04-01,32,34,35,None,NA,NA,NA,NA,None,None,None,0.32,2.75,10,Fog,None,None,10,Fog,None,None,10,Haze,None,None,East,1,East,2,South-East,1,29.43,29.53,29.5,32,34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Commenced snow at 6 AM,8 AM spitting snow,"2 PM thawing Barometer falling, very dull all day at 9 PM spitting snow",,,,,
1873-04-02,32,33.8,32,None,NA,NA,NA,NA,None,None,None,0.02,0.25,10,Haze,None,None,10,Haze,None,None,10,Haze,None,None,East,1,East,4,East,4,29.61,29.8,30.01,33,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning hazy, spitting snow, (not much) dull with hazy cold mist; very disagreeable all day at 9 PM blowing, cleared up",None,None,None,None,,,
1873-04-03,32,41.2,33,None,NA,NA,NA,NA,None,None,None,0.04,Empty,10,Haze,None,None,8,Haze,None,None,10,Haze,None,None,East,1,East,1,East,0,30.05,30,29.9,32,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning fine but dull, all day, cold and damp very changeable, at 9 PM cloudy and looks for a change",None,None,None,None,,,
1873-04-04,35.2,39.2,34.5,None,NA,NA,NA,NA,None,None,None,Empty,Empty,5,Cumulo-stratus,None,None,5,Cumulo-stratus,None,None,5,Cumulo-stratus,None,None,East,0,South-South-West,2,South-South-West,3,29.7,29.66,29.74,34,43,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning dull and hazy, cleared up beautiful and fine, looks some like spring, clouds, cumulus cloud, with light brown streaks rain at ngiht",None,None,None,None,,,
1873-04-05,34.5,39.1,32.5,None,NA,NA,NA,NA,None,None,None,Empty,Empty,8,Haze,None,None,4,Cumulus,None,None,3,Cirrus,None,None,South-West,1,West-South-West,2,South-West,2,29.74,29.73,29.73,34,41,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hazy, very mild, sun shone out, cleared up very fine and agreeable","Barometer - falling, 9 PM fine, stormy cirrus and curly clouds",None,None,None,,,
1873-04-06,31.2,29.5,28,None,NA,NA,NA,NA,None,None,None,Empty,Empty,8,Stratus,None,None,10,Haze,None,None,10,Haze,None,None,North,3,North,4,North,5,29.66,29.6,29.5,33,33,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning fine sun shone out looks vaporous, spitting snow at 2 PM frozen rain at 9 PM frozen rain, not much, lunar halo",None,None,None,None,,,
1873-04-07,27,31.2,30,None,NA,NA,NA,NA,None,None,None,Empty,Empty,8,Haze,None,None,10,Haze,None,None,10,Haze,None,None,North-North-West,5,North,5,North,5,29.44,29.44,29.48,30,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blew all night Morning dull, at 1 PM shower of rain and hail very squally",-,spitting snow,None,None,,,
1873-04-08,30,31.1,33,None,NA,NA,NA,NA,None,None,None,0.1,2.5,8,Cirrus,None,None,4,Cirrus,None,None,8,Haze,None,None,North-West,3,West-North-West,2,North-East,0,29.58,29.62,29.7,30,34,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning looks for snow, at 2 PM very fine but cold. 9 PM the snow cleared out - sky a good deal charged with aurora; vapor",None,None,None,None,,,
1873-04-09,29,32,27,None,NA,NA,NA,NA,None,None,None,Empty,Empty,8,Haze,None,None,5,Cirro-cumulus,None,None,4,Cirro-cumulus,None,None,North-East,2,North-East,3,North,5,29.7,29.8,30,33,34,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snow,during night,"about 2 AM at 9 AM sun shone out 2 PM fine but cold at 9 PM blowing fresh, night fine and clear",,,,,
1873-04-10,27,31.5,29,None,NA,NA,NA,NA,None,None,None,Empty,Empty,6,Haze,None,None,10,Haze,None,None,10,Haze,None,None,North-East,4,North-East,4,North-East,4,30.1,30.05,30.03,31,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning fine, dull, and cool, looks very changeable at 9 PM fine but cold",None,None,None,None,,,
1873-04-11,30.5,36,34,None,NA,NA,NA,NA,None,None,None,Empty,Empty,10,Empty,None,None,10,Empty,None,None,6,Haze,None,None,North,2,North-East,2,North,2,29.94,29.95,29.996,30,34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning and all day fine but dull, black streaks of cloud to the eastward- other clouds curly one star to eastward seen",None,None,None,None,,,
1873-04-12,33.5,39.2,32.5,None,NA,NA,NA,NA,None,None,None,Empty,Empty,0,Empty,None,None,0,Empty,None,None,0,Empty,None,None,North-North-West,3,North-North-West,3,North-West,0,30.03,30.1,30.18,33,39,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning beautiful and fine,(Packet,in),string of ice outside the harbor; very cold night very fine and clear,,,,
1873-04-13,31.2,34.8,32,None,NA,NA,NA,NA,None,None,None,0.02,Empty,10,Haze,None,None,10,Haze,None,None,10,Haze,None,None,North-East,1,North-East,1,North-East,0,30.2,30.21,30.265,33,34,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morning hazy and misty. Ice outside mild but dull at 2 PM at 9 PM no change - mild and hazy,None,None,None,None,,,
1873-04-14,34,38,34,None,NA,NA,NA,NA,None,None,None,Empty,Empty,10,Haze,None,None,10,Haze,None,None,10,Haze,None,None,East,0,East,1,East,1,30.18,30.05,30.02,33,31,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning hazy misty, Icein the harbor, 2 PM fine cold, 9 PM fien but cold at 10:30 PM snow",None,None,None,None,,,
1873-04-15,34,34,32.2,None,NA,NA,NA,NA,None,None,None,0.58,5,10,Fog,None,None,10,Fog,None,None,10,Fog,None,None,South-East,3,South-East,3,East,1,29.8,29.78,29.71,35,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 AM commenced snow, over at 8 AM thawing freely, snowing all day ceased at 8 PM - wind backed in to the eastward",None,None,None,None,,,
1873-04-16,35.2,32,32,None,NA,NA,NA,NA,None,None,None,0.03,Empty,10,Haze,None,None,10,Haze,None,None,2,Haze,None,None,North-East,3,North-East,3,North-East,4,29.68,29.68,29.69,33,35,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning fine, at 2 PM  fine, cold and thawing very freely,",Ice jammed in harbor,blew at night- no ingres or egres in the Harbour,,,,,
1873-04-17,33.2,30,30,None,NA,NA,NA,NA,None,None,None,Empty,Empty,10,Empty,None,None,10,Empty,None,None,10,Empty,None,None,North-East,4,North-West,5,North-West,6,29.62,29.59,29.62,32,35,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning blowing fresh, at 2 PM blowing ice going out again 9 PM blowing very hard, stars visible,",blew all [night],None,None,None,,,
1873-04-18,29.5,36,27,None,NA,NA,NA,NA,None,None,None,Empty,Empty,3,Cirrus,None,None,0,Cirrus,None,None,2,Cumulo-stratus,None,None,North-North-West,4,North-North-West,4,North-North-West,4,29.72,29.76,29.86,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blustering night / Morning, ivr vlearing out weather fine and clear blowing hard 2 PM fine 9 PM starry, auroral",disk from north to east 2 class,,,,,,
1873-04-19,33,34,32.5,None,NA,NA,NA,NA,None,None,None,Empty,Empty,2,Empty,None,None,1,Empty,None,None,0,Empty,None,None,East,1,South-East,2,South-East,2,29.9,29.92,29.93,30,38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morning fine but cold at 2 PM fine, ice outside narrows, 2 PM fine at 8:30 PM aurora 3 class at 9 PM very",faint,,,,,,
